onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	2	1.074	3
15	1	1	2	2	2	2	1.247	4
18	1	1	3	2	2	1	1.141	4
21	1	1	4	2	2	1	1.038	2
24	1	1	5	2	1	1	0.819	1
27	1	1	6	2	2	2	0.941	3
30	1	1	7	2	1	2	1.061	3
33	1	1	8	2	1	1	0.962	1
36	1	1	9	2	2	2	1.02	2
39	1	1	10	2	2	1	0.967	3
42	1	1	11	2	1	2	1.099	3
45	1	1	12	2	1	1	0.919	1
63	1	2	1	1	2	2	1.035	3
66	1	2	2	1	1	2	0.984	2
69	1	2	3	1	2	1	1.478	2
72	1	2	4	1	1	1	1.512	3
75	1	2	5	1	1	1	0.925	4
78	1	2	6	1	1	2	1.185	3
81	1	2	7	1	1	2	1.02	1
84	1	2	8	1	2	1	0.704	2
87	1	2	9	1	1	1	0.888	1
90	1	2	10	1	2	2	1.445	2
93	1	2	11	1	2	2	1.052	3
96	1	2	12	1	2	1	1.035	1
114	1	3	1	2	2	1	1.076	3
117	1	3	2	2	1	2	0.865	1
120	1	3	3	2	1	1	0.985	3
123	1	3	4	2	2	1	0.987	3
126	1	3	5	2	2	2	1.451	3
129	1	3	6	2	1	1	0.811	1
132	1	3	7	2	1	1	0.973	1
135	1	3	8	2	1	2	0.928	2
138	1	3	9	2	2	1	0.985	3
141	1	3	10	2	1	2	1.411	4
144	1	3	11	2	2	2	0.865	3
147	1	3	12	2	2	2	0.953	3
165	1	4	1	1	1	2	1.051	2
168	1	4	2	1	2	2	0.96	3
171	1	4	3	1	1	1	1.02	4
174	1	4	4	1	2	1	1.564	3
177	1	4	5	1	1	1	1.455	3
180	1	4	6	1	2	1	1.409	3
183	1	4	7	1	2	2	1.497	3
186	1	4	8	1	1	2	0.748	4
189	1	4	9	1	2	1	0.897	2
192	1	4	10	1	1	1	1.11	2
195	1	4	11	1	2	2	1.061	3
198	1	4	12	1	1	2	1.355	3
