onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	2	1.338	2
15	1	1	2	1	1	1	1.384	2
18	1	1	3	1	2	1	1.489	1
21	1	1	4	1	1	1	1.661	2
24	1	1	5	1	2	1	1.858	1
27	1	1	6	1	1	2	1.782	2
30	1	1	7	1	2	2	1.083	1
33	1	1	8	1	1	1	1.34	3
36	1	1	9	1	2	2	1.524	2
39	1	1	10	1	2	2	1.75	3
42	1	1	11	1	1	2	1.451	3
45	1	1	12	1	2	1	0.878	1
63	1	2	1	2	2	2	1.089	4
66	1	2	2	2	1	1	0.87	4
69	1	2	3	2	2	1	0.947	3
72	1	2	4	2	1	2	1.023	1
75	1	2	5	2	1	2	1.124	1
78	1	2	6	2	1	1	1.247	3
81	1	2	7	2	2	2	1.216	2
84	1	2	8	2	1	2	0.985	1
87	1	2	9	2	2	1	1.254	4
90	1	2	10	2	2	1	1.027	3
93	1	2	11	2	2	2	1.252	3
96	1	2	12	2	1	1	1.662	1
114	1	3	1	1	2	2	0.865	1
117	1	3	2	1	1	2	0.912	2
120	1	3	3	1	2	1	0.739	1
123	1	3	4	1	1	1	0.839	3
126	1	3	5	1	2	2	0.776	1
129	1	3	6	1	1	2	1.083	2
132	1	3	7	1	2	2	0.568	1
135	1	3	8	1	1	2	1.242	2
138	1	3	9	1	1	1	1.933	2
141	1	3	10	1	2	1	1.497	2
144	1	3	11	1	2	1	0.765	1
147	1	3	12	1	1	1	0.756	3
165	1	4	1	2	2	1	1.13	4
168	1	4	2	2	1	1	1.141	2
171	1	4	3	2	1	2	1.294	1
174	1	4	4	2	1	1	1.368	1
177	1	4	5	2	1	2	0.933	1
180	1	4	6	2	2	2	1.468	2
183	1	4	7	2	2	2	0.802	3
186	1	4	8	2	1	1	0.872	2
189	1	4	9	2	1	2	0.749	1
192	1	4	10	2	2	2	1.117	4
195	1	4	11	2	2	1	0.892	3
198	1	4	12	2	2	1	1.135	3
