onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	2	2.049	1	1	4	0.279
21	6	1	2	2	2	1	1.032	2	1	1	1.155
27	6	1	3	2	1	2	1.809	2	1	4	0.765
33	6	1	4	2	1	2	1.904	2	1	4	0.801
39	6	1	5	2	1	1	1.242	2	1	3	0.735
45	6	1	6	2	2	2	1.153	2	1	4	0.093
51	6	1	7	2	1	1	1.632	2	1	3	0.247
57	6	1	8	1	1	2	1.063	1	1	2	0.548
63	6	1	9	1	2	2	1.254	2	0	3	0.641
69	6	1	10	2	1	2	1.777	2	1	2	0.685
75	6	1	11	1	1	1	2.099	2	0	2	0.443
81	6	1	12	2	2	1	1.484	2	1	4	0.047
87	6	1	13	2	1	2	2.944	2	1	1	0.254
93	6	1	14	2	2	2	0.931	2	1	4	0.037
99	6	1	15	2	1	2	1.672	2	1	3	1.169
105	6	1	16	2	1	1	1.483	2	1	3	0.811
111	6	1	17	2	2	2	1.955	2	1	3	1.611
117	6	1	18	1	2	1	1.873	1	1	4	1.462
123	6	1	19	2	1	1	1.539	1	0	2	0.691
129	6	1	20	1	2	1	1.843	1	1	4	0.613
135	6	1	21	1	2	1	2.407	1	1	4	0.746
141	6	1	22	1	1	2	1.091	1	1	3	0.924
147	6	1	23	2	2	1	1.427	2	1	3	1.737
153	6	1	24	2	1	1	2.78	1	0	4	0.071
159	6	1	25	2	2	2	2.186	2	1	4	0.047
165	6	1	26	2	1	1	1.134	2	1	4	0.005
171	6	1	27	2	2	2	1.099	2	1	4	0.009
177	6	1	28	1	1	1	2.102	2	0	3	0.436
183	6	1	29	1	1	2	1.226	1	1	4	0.067
189	6	1	30	1	1	1	1.272	1	1	4	0.058
195	6	1	31	2	2	2	1.39	2	1	4	0.006
201	6	1	32	2	2	1	2.094	2	1	4	0.005
207	6	1	33	1	2	2	1.363	1	1	4	0.005
213	6	1	34	2	1	1	1.471	2	1	4	0.013
219	6	1	35	1	1	1	2.288	1	1	3	0.407
225	6	1	36	1	2	2	1.215	1	1	3	0.912
231	6	1	37	1	1	2	1.087	1	1	2	0.389
237	6	1	38	2	2	1	0.868	2	1	4	0.47
243	6	1	39	2	2	2	0.898	2	1	4	0.155
249	6	1	40	2	1	2	1.987	2	1	3	0.331
255	6	1	41	1	2	1	1.859	1	1	3	0.309
261	6	1	42	2	1	1	1.842	2	1	4	0.208
267	6	1	43	1	1	1	2.069	2	0	2	1.621
273	6	1	44	2	2	1	1.648	2	1	3	1.15
279	6	1	45	2	1	2	1.237	2	1	4	0.144
285	6	1	46	1	1	2	1.501	1	1	2	0.41
291	6	1	47	2	2	2	0.97	2	1	4	0.173
297	6	1	48	1	2	1	2.278	2	0	3	0.792
303	6	1	49	1	1	2	1.253	1	1	3	1.021
309	6	1	50	1	1	1	1.657	1	1	4	0.119
315	6	1	51	2	2	1	2.17	2	1	4	0.489
321	6	1	52	1	2	1	1.302	1	1	4	0.006
327	6	1	53	2	2	1	2.018	2	1	3	0.726
333	6	1	54	1	1	1	2.051	2	0	3	0.528
339	6	1	55	1	2	2	1.416	1	1	4	0.752
345	6	1	56	1	2	1	1.369	1	1	3	0.658
351	6	1	57	1	1	2	1.563	2	0	2	0.59
357	6	1	58	1	1	2	1.929	1	1	3	0.14
363	6	1	59	2	2	2	1.354	2	1	3	0.412
369	6	1	60	1	2	2	2.184	1	1	4	0.129
375	6	1	61	1	2	2	1.178	1	1	3	0.688
381	6	1	62	1	1	1	3.335	1	1	4	0.023
387	6	1	63	2	1	1	1.235	2	1	2	0.625
393	6	1	64	1	2	2	1.057	1	1	4	0.093
399	6	1	65	1	1	1	3.16	1	1	3	0.84
405	6	1	66	2	1	1	2.663	2	1	2	0.411
411	6	1	67	2	1	1	1.614	2	1	4	0.883
417	6	1	68	2	1	2	1.363	2	1	4	0.499
423	6	1	69	1	2	1	1.582	1	1	4	0.198
429	6	1	70	1	2	1	1.802	1	1	2	0.41
435	6	1	71	1	1	1	2.891	1	1	4	1.459
441	6	1	72	2	2	1	1.308	2	1	4	0.075
447	6	1	73	1	1	2	1.996	2	0	3	0.227
453	6	1	74	1	2	1	2.69	2	0	2	0.977
459	6	1	75	2	1	2	2.218	1	0	2	1.435
465	6	1	76	1	2	1	2.023	1	1	3	0.449
471	6	1	77	1	2	2	1.171	1	1	3	0.412
477	6	1	78	1	1	2	1.923	1	1	3	1.017
483	6	1	79	1	2	1	2.303	1	1	2	1.781
489	6	1	80	2	2	2	1.85	2	1	4	0.429
495	6	1	81	2	1	1	1.007	2	1	3	1.105
501	6	1	82	1	2	2	2.124	2	0	3	1.316
507	6	1	83	2	1	2	2.157	1	0	1	0.082
513	6	1	84	1	1	1	2.074	2	0	2	0.828
519	6	1	85	1	2	2	1.054	1	1	4	0.146
525	6	1	86	1	2	2	1.141	1	1	4	0.022
531	6	1	87	2	2	1	2.324	2	1	3	0.366
537	6	1	88	2	1	2	1.52	2	1	4	0.223
543	6	1	89	1	1	2	1.257	1	1	4	0.176
549	6	1	90	1	1	1	1.783	1	1	3	0.285
555	6	1	91	2	2	2	0.882	2	1	4	0.081
561	6	1	92	2	2	2	1.107	2	1	4	0.061
567	6	1	93	2	1	2	1.536	2	1	3	0.769
573	6	1	94	2	2	1	2.69	2	1	2	0.347
579	6	1	95	2	2	1	1.046	2	1	4	0.058
585	6	1	96	1	2	2	2.281	1	1	3	0.564
