onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	2	 n/a	 n/a
15	1	1	2	1	1	1	0.632	2
18	1	1	3	1	1	2	0.777	3
21	1	1	4	1	1	2	0.655	3
24	1	1	5	1	2	1	1.313	2
27	1	1	6	1	2	2	0.721	2
30	1	1	7	1	1	2	1.02	4
33	1	1	8	1	1	1	0.888	4
36	1	1	9	1	2	1	 n/a	 n/a
39	1	1	10	1	2	1	1.042	2
42	1	1	11	1	1	1	1.079	3
45	1	1	12	1	2	2	0.563	2
63	1	2	1	3	2	2	0.795	1
66	1	2	2	3	1	2	0.303	4
69	1	2	3	3	1	1	0.572	4
72	1	2	4	3	2	1	0.588	1
75	1	2	5	3	2	2	0.625	1
78	1	2	6	3	1	2	0.355	4
81	1	2	7	3	2	2	0.568	1
84	1	2	8	3	1	2	0.588	4
87	1	2	9	3	2	1	0.58	1
90	1	2	10	3	1	1	0.531	1
93	1	2	11	3	1	1	0.438	4
96	1	2	12	3	2	1	1.039	1
114	1	3	1	1	2	2	1.599	2
117	1	3	2	1	2	1	1.482	1
120	1	3	3	1	1	1	1.142	4
123	1	3	4	1	2	2	1.391	1
126	1	3	5	1	2	1	1.573	1
129	1	3	6	1	1	1	0.75	4
132	1	3	7	1	1	1	0.666	4
135	1	3	8	1	2	2	1.084	3
138	1	3	9	1	1	2	0.506	4
141	1	3	10	1	1	2	0.596	4
144	1	3	11	1	1	2	1.544	2
147	1	3	12	1	2	1	0.838	1
165	1	4	1	2	2	1	1.133	2
168	1	4	2	2	1	1	0.41	3
171	1	4	3	2	2	1	0.702	2
174	1	4	4	2	2	2	0.635	2
177	1	4	5	2	1	1	 n/a	 n/a
180	1	4	6	2	1	2	0.998	3
183	1	4	7	2	2	2	1.063	1
186	1	4	8	2	2	2	0.996	1
189	1	4	9	2	2	1	0.96	2
192	1	4	10	2	1	1	1.447	3
195	1	4	11	2	1	2	0.863	3
198	1	4	12	2	1	2	0.607	3
216	1	5	1	3	1	2	0.54	4
219	1	5	2	3	2	2	0.647	1
222	1	5	3	3	2	1	0.554	1
225	1	5	4	3	1	1	0.74	4
228	1	5	5	3	2	2	0.572	1
231	1	5	6	3	1	1	0.632	4
234	1	5	7	3	1	2	0.702	4
237	1	5	8	3	1	2	1.123	4
240	1	5	9	3	1	1	0.573	4
243	1	5	10	3	2	1	0.467	1
246	1	5	11	3	2	1	0.655	1
249	1	5	12	3	2	2	0.968	1
267	1	6	1	2	1	2	1.526	3
270	1	6	2	2	1	1	0.667	3
273	1	6	3	2	1	1	0.579	3
276	1	6	4	2	1	2	0.621	3
279	1	6	5	2	2	1	 n/a	 n/a
282	1	6	6	2	2	1	 n/a	 n/a
285	1	6	7	2	2	1	 n/a	 n/a
288	1	6	8	2	1	2	0.685	4
291	1	6	9	2	2	2	0.71	1
294	1	6	10	2	2	2	0.965	1
297	1	6	11	2	1	1	1.88	3
300	1	6	12	2	2	2	0.94	1
