onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	1	0.881	4
15	1	1	2	2	1	2	0.743	2
18	1	1	3	2	1	1	0.76	2
21	1	1	4	2	2	1	0.804	2
24	1	1	5	2	2	2	0.896	3
27	1	1	6	2	2	2	0.816	2
30	1	1	7	2	1	2	1.02	2
33	1	1	8	2	1	1	0.812	2
36	1	1	9	2	1	2	0.912	2
39	1	1	10	2	2	2	0.846	3
42	1	1	11	2	2	1	0.76	4
45	1	1	12	2	1	1	0.773	2
63	1	2	1	1	2	1	0.927	3
66	1	2	2	1	1	1	1.087	4
69	1	2	3	1	2	1	0.78	1
72	1	2	4	1	2	2	1.083	3
75	1	2	5	1	1	1	0.741	2
78	1	2	6	1	2	1	0.733	1
81	1	2	7	1	1	2	0.782	3
84	1	2	8	1	1	2	0.912	2
87	1	2	9	1	2	2	0.728	1
90	1	2	10	1	1	1	0.81	3
93	1	2	11	1	2	2	1.208	3
96	1	2	12	1	1	2	0.818	4
114	1	3	1	2	1	1	0.858	3
117	1	3	2	2	2	1	0.811	4
120	1	3	3	2	2	1	0.687	4
123	1	3	4	2	1	2	0.793	3
126	1	3	5	2	1	1	0.768	1
129	1	3	6	2	2	1	0.923	2
132	1	3	7	2	1	2	0.783	1
135	1	3	8	2	1	2	0.79	1
138	1	3	9	2	2	2	0.977	3
141	1	3	10	2	2	2	0.87	3
144	1	3	11	2	1	1	1.019	1
147	1	3	12	2	2	2	1	2
165	1	4	1	1	2	2	0.984	3
168	1	4	2	1	1	1	0.755	4
171	1	4	3	1	2	1	0.705	2
174	1	4	4	1	1	1	0.702	3
177	1	4	5	1	1	2	0.771	3
180	1	4	6	1	1	1	0.836	3
183	1	4	7	1	2	2	0.625	1
186	1	4	8	1	2	2	0.783	2
189	1	4	9	1	2	1	0.912	2
192	1	4	10	1	2	1	0.75	1
195	1	4	11	1	1	2	0.942	3
198	1	4	12	1	1	2	1.043	2
