onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	1	1.829	1
15	1	1	2	1	2	2	1.709	1
18	1	1	3	1	1	1	1.385	4
21	1	1	4	1	1	1	0.96	3
24	1	1	5	1	2	2	1.088	4
27	1	1	6	1	2	1	0.834	1
30	1	1	7	1	1	2	1.022	2
33	1	1	8	1	1	2	0.895	2
36	1	1	9	1	1	1	0.966	3
39	1	1	10	1	2	1	0.687	2
42	1	1	11	1	2	2	0.674	1
45	1	1	12	1	1	2	0.727	2
63	1	2	1	2	2	1	1.659	1
66	1	2	2	2	1	2	1.35	1
69	1	2	3	2	2	1	0.953	3
72	1	2	4	2	1	1	1.079	2
75	1	2	5	2	2	2	1.051	2
78	1	2	6	2	1	2	1.185	2
81	1	2	7	2	2	2	0.948	2
84	1	2	8	2	2	1	1.32	2
87	1	2	9	2	1	2	0.867	1
90	1	2	10	2	2	2	1.03	2
93	1	2	11	2	1	1	0.819	1
96	1	2	12	2	1	1	0.76	1
114	1	3	1	1	1	2	1.112	3
117	1	3	2	1	2	1	0.792	2
120	1	3	3	1	2	1	1.019	2
123	1	3	4	1	1	1	0.684	1
126	1	3	5	1	1	2	0.612	2
129	1	3	6	1	2	2	0.63	1
132	1	3	7	1	2	2	0.717	2
135	1	3	8	1	1	1	0.802	4
138	1	3	9	1	2	2	0.682	2
141	1	3	10	1	1	1	0.704	1
144	1	3	11	1	2	1	0.952	2
147	1	3	12	1	1	2	0.879	2
165	1	4	1	2	1	2	1.177	2
168	1	4	2	2	1	1	0.745	1
171	1	4	3	2	2	2	0.892	3
174	1	4	4	2	2	1	0.818	4
177	1	4	5	2	1	2	0.788	2
180	1	4	6	2	2	1	0.964	2
183	1	4	7	2	1	2	0.774	1
186	1	4	8	2	2	2	0.661	1
189	1	4	9	2	2	2	1.026	3
192	1	4	10	2	2	1	1.107	2
195	1	4	11	2	1	1	0.722	1
198	1	4	12	2	1	1	0.776	2
