onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	1	2.431	1	1	 n/a	 n/a
21	6	1	2	1	2	2	2.247	1	1	3	1.128
27	6	1	3	2	2	1	2.298	2	1	3	1.446
33	6	1	4	2	2	1	2.018	1	0	1	0.934
39	6	1	5	2	1	2	1.692	1	0	2	1.843
45	6	1	6	1	1	2	2.052	1	1	2	1.495
51	6	1	7	2	1	2	2.55	2	1	3	1.381
57	6	1	8	1	2	1	1.265	1	1	3	1.391
63	6	1	9	1	1	1	1.587	1	1	 n/a	 n/a
69	6	1	10	1	2	2	0.967	1	1	3	1.363
75	6	1	11	1	2	1	1.062	1	1	4	1.226
81	6	1	12	1	1	2	1.556	1	1	4	1.073
87	6	1	13	2	1	1	2.271	2	1	1	1.248
93	6	1	14	2	2	1	2.096	1	0	1	1.427
99	6	1	15	2	2	2	1.885	2	1	1	0.983
105	6	1	16	2	2	2	2.229	2	1	3	1.758
111	6	1	17	2	2	1	1.946	2	1	2	1.012
117	6	1	18	1	1	2	1.851	1	1	2	1.04
123	6	1	19	1	1	1	1.775	1	1	2	1.662
129	6	1	20	1	1	1	2.046	1	1	3	0.823
135	6	1	21	2	2	1	1.994	2	1	3	0.848
141	6	1	22	1	2	2	1.698	2	0	1	1.203
147	6	1	23	2	1	2	1.717	1	0	1	1.388
153	6	1	24	1	1	2	1.576	1	1	2	1.167
159	6	1	25	1	2	2	0.969	1	1	1	0.819
165	6	1	26	2	1	1	1.885	1	0	1	1.488
171	6	1	27	2	1	2	1.394	1	0	3	0.808
177	6	1	28	2	2	2	1.512	2	1	3	1.259
183	6	1	29	1	1	1	1.609	1	1	3	1.462
189	6	1	30	1	2	2	1.956	2	0	3	1.346
195	6	1	31	1	2	2	1.825	2	0	2	1.156
201	6	1	32	2	1	1	1.948	2	1	1	0.999
207	6	1	33	2	2	2	1.115	1	0	1	1.374
213	6	1	34	1	2	1	0.98	1	1	3	1.242
219	6	1	35	1	1	2	1.641	1	1	2	1.576
225	6	1	36	2	2	2	1.866	1	0	1	1.453
231	6	1	37	1	1	2	1.29	1	1	2	1.29
237	6	1	38	1	1	1	1.917	1	1	2	0.938
243	6	1	39	2	2	2	1.698	2	1	1	0.798
249	6	1	40	1	1	2	1.33	1	1	3	1.288
255	6	1	41	2	2	1	1.847	2	1	3	1.013
261	6	1	42	1	2	1	0.771	2	0	3	1.203
267	6	1	43	1	2	1	1.315	2	0	3	1.527
273	6	1	44	1	2	2	1.832	1	1	1	1.075
279	6	1	45	1	2	1	1.635	2	0	3	0.957
285	6	1	46	1	1	1	1.943	2	0	2	1.894
291	6	1	47	2	1	1	1.67	2	1	1	0.654
297	6	1	48	1	2	2	1.476	2	0	2	1.215
303	6	1	49	2	1	1	1.14	1	0	3	0.732
309	6	1	50	1	1	2	0.989	1	1	1	1.21
315	6	1	51	1	1	1	1.583	2	0	3	1.639
321	6	1	52	2	1	1	1.365	1	0	3	1.321
327	6	1	53	2	2	1	1.048	1	0	4	0.94
333	6	1	54	2	2	1	1.434	2	1	3	0.96
339	6	1	55	2	1	2	1.349	2	1	1	0.748
345	6	1	56	2	2	1	1.513	2	1	3	0.943
351	6	1	57	2	2	2	1.786	2	1	3	0.792
357	6	1	58	2	2	2	1.503	2	1	3	0.887
363	6	1	59	1	1	1	3.342	1	1	1	0.894
369	6	1	60	2	2	1	1.574	2	1	3	0.912
375	6	1	61	1	1	1	1.203	1	1	4	0.861
381	6	1	62	2	1	1	1.458	1	0	2	0.934
387	6	1	63	2	1	2	1.242	2	1	3	1.095
393	6	1	64	2	1	1	1.657	2	1	1	0.66
399	6	1	65	2	2	1	1.545	2	1	4	0.717
405	6	1	66	1	2	2	1.099	2	0	1	1.225
411	6	1	67	2	2	2	1.848	1	0	1	1.659
417	6	1	68	1	2	1	1.509	2	0	1	1.296
423	6	1	69	2	1	1	1.527	2	1	1	0.663
429	6	1	70	1	2	2	0.94	1	1	1	1.948
435	6	1	71	1	2	2	1.825	1	1	1	0.852
441	6	1	72	2	1	2	1.487	1	0	1	0.772
447	6	1	73	2	2	1	1.434	1	0	3	1.524
453	6	1	74	1	1	2	1.393	1	1	3	1.18
459	6	1	75	2	1	1	2.306	1	0	1	1.066
465	6	1	76	1	2	1	1.039	1	1	2	1.35
471	6	1	77	1	1	1	1.725	1	1	3	0.919
477	6	1	78	1	1	1	1.286	1	1	1	0.919
483	6	1	79	2	2	2	1.87	2	1	4	0.731
489	6	1	80	2	1	2	1.98	2	1	1	0.729
495	6	1	81	2	2	2	1.256	2	1	3	0.783
501	6	1	82	2	1	2	1.304	1	0	1	1.456
507	6	1	83	1	1	2	3.789	1	1	 n/a	 n/a
513	6	1	84	1	1	2	1.304	1	1	3	0.642
519	6	1	85	2	1	2	1.693	1	0	1	0.994
525	6	1	86	1	1	2	1.203	1	1	3	1.185
531	6	1	87	1	2	1	0.88	1	1	2	1.158
537	6	1	88	2	1	1	0.952	1	0	3	0.921
543	6	1	89	2	2	2	1.196	1	0	1	0.895
549	6	1	90	2	1	2	1.415	1	0	3	1.181
555	6	1	91	1	2	2	2.413	1	1	1	1.197
561	6	1	92	1	2	1	1.765	2	0	1	1.882
567	6	1	93	2	1	2	1.107	1	0	3	1.333
573	6	1	94	1	2	1	0.879	1	1	4	1.182
579	6	1	95	1	2	1	0.891	1	1	3	0.966
585	6	1	96	2	1	1	1.132	1	0	4	1.113
