onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	1	1.387	1	1	3	0.824
21	6	1	2	2	1	1	1.518	1	0	1	0.892
27	6	1	3	2	1	1	1.509	1	0	1	0.808
33	6	1	4	1	2	1	1.909	2	0	3	0.714
39	6	1	5	2	2	2	1.628	2	1	3	0.97
45	6	1	6	1	2	1	1.861	2	0	1	0.992
51	6	1	7	1	2	2	1.632	1	1	1	1.048
57	6	1	8	1	2	2	2.053	1	1	1	0.782
63	6	1	9	2	1	1	2.152	1	0	2	0.802
69	6	1	10	1	1	2	1.59	1	1	3	0.518
75	6	1	11	2	2	2	1.3	1	0	1	0.928
81	6	1	12	1	2	2	1.438	1	1	1	0.969
87	6	1	13	2	1	2	1.387	2	1	3	1.17
93	6	1	14	1	2	2	1.382	1	1	4	1.481
99	6	1	15	2	1	2	1.793	1	0	2	1.377
105	6	1	16	2	1	2	1.402	1	0	1	0.47
111	6	1	17	1	2	1	0.997	1	1	4	1.157
117	6	1	18	1	1	1	1.294	1	1	4	1.339
123	6	1	19	1	2	2	1.739	1	1	2	1.273
129	6	1	20	1	1	1	1.535	1	1	4	1.605
135	6	1	21	2	1	1	1.921	1	0	3	1.333
141	6	1	22	2	1	1	2.251	1	0	2	1.292
147	6	1	23	2	1	1	1.168	1	0	1	1.549
153	6	1	24	2	2	2	1.394	1	0	1	1.228
159	6	1	25	1	1	1	1.038	1	1	1	0.845
165	6	1	26	1	1	1	1.75	1	1	3	0.736
171	6	1	27	2	2	1	1.044	1	0	3	0.807
177	6	1	28	2	1	2	2.16	1	0	1	1.115
183	6	1	29	2	1	2	1.808	1	0	1	2.052
189	6	1	30	1	2	1	0.991	1	1	3	1.533
195	6	1	31	2	1	2	1.431	1	0	1	0.917
201	6	1	32	1	2	1	0.547	1	1	1	0.92
207	6	1	33	2	1	2	3.42	1	0	1	0.943
213	6	1	34	2	2	1	1.238	2	1	3	0.592
219	6	1	35	2	2	1	1.706	2	1	3	0.515
225	6	1	36	1	1	2	1.572	1	1	1	0.615
231	6	1	37	2	1	2	1.412	1	0	1	0.591
237	6	1	38	1	1	1	1.769	1	1	3	1.358
243	6	1	39	1	2	2	0.989	1	1	4	0.77
249	6	1	40	2	1	2	1.119	1	0	2	1.927
255	6	1	41	1	1	2	1.949	1	1	2	1.684
261	6	1	42	1	2	1	2.017	1	1	1	0.993
267	6	1	43	1	1	2	1.172	1	1	3	1.348
273	6	1	44	1	2	1	2.036	2	0	 n/a	 n/a
279	6	1	45	1	2	2	2.275	1	1	2	1.069
285	6	1	46	1	1	2	1.408	1	1	3	0.936
291	6	1	47	2	1	1	1.571	1	0	1	1.214
297	6	1	48	2	1	2	1.398	1	0	2	0.726
303	6	1	49	1	2	2	1.218	1	1	3	1.212
309	6	1	50	1	2	1	1.133	2	0	1	1.074
315	6	1	51	1	1	1	1.272	1	1	4	1.202
321	6	1	52	1	1	1	0.931	1	1	3	0.885
327	6	1	53	1	1	1	0.004	1	1	2	1.924
333	6	1	54	2	2	1	1.441	2	1	3	1.059
339	6	1	55	1	2	2	1.379	2	0	3	1.117
345	6	1	56	2	1	1	1.157	1	0	1	0.625
351	6	1	57	1	1	2	1.217	1	1	3	1.049
357	6	1	58	1	2	2	1.363	2	0	1	0.693
363	6	1	59	2	2	1	1.373	2	1	3	1.261
369	6	1	60	1	2	1	0.782	1	1	4	0.803
375	6	1	61	2	2	2	1.536	2	1	1	0.999
381	6	1	62	2	2	2	1.573	2	1	1	0.856
387	6	1	63	2	1	1	1.794	1	0	1	0.648
393	6	1	64	2	2	2	1.786	1	0	1	0.721
399	6	1	65	2	2	1	1.45	1	0	1	1.375
405	6	1	66	2	2	2	1.098	2	1	4	0.788
411	6	1	67	2	2	1	1.151	2	1	4	1.037
417	6	1	68	1	2	2	2.065	2	0	 n/a	 n/a
423	6	1	69	2	1	1	1.189	2	1	4	0.622
429	6	1	70	2	2	1	1.207	2	1	4	0.498
435	6	1	71	1	1	1	1.694	1	1	2	0.991
441	6	1	72	1	2	1	1.03	1	1	2	1.118
447	6	1	73	1	1	2	1.22	1	1	3	0.866
453	6	1	74	2	2	1	2.694	1	0	1	0.815
459	6	1	75	1	1	2	1.447	1	1	1	1.095
465	6	1	76	2	1	1	1.403	1	0	2	1.32
471	6	1	77	2	1	2	1.015	1	0	1	0.858
477	6	1	78	1	2	2	0.901	1	1	4	0.609
483	6	1	79	1	2	1	1.414	1	1	2	0.733
489	6	1	80	1	1	2	1.534	1	1	3	1.125
495	6	1	81	2	2	2	1.343	2	1	3	0.618
501	6	1	82	2	2	2	1.574	1	0	1	1.171
507	6	1	83	1	1	2	1.321	1	1	3	1.406
513	6	1	84	1	1	1	1.495	1	1	1	0.834
519	6	1	85	1	2	1	1.109	1	1	1	1.225
525	6	1	86	2	2	1	4.999	1	0	 n/a	 n/a
531	6	1	87	2	2	2	1.456	2	1	1	0.869
537	6	1	88	2	2	1	1.485	2	1	3	0.833
543	6	1	89	1	1	1	1.663	1	1	2	0.579
549	6	1	90	1	1	2	0.918	1	1	4	0.642
555	6	1	91	2	2	2	1.46	1	0	1	0.622
561	6	1	92	1	1	2	1.451	1	1	2	1.081
567	6	1	93	2	2	1	1.567	2	1	3	1.151
573	6	1	94	2	1	2	1.781	2	1	1	0.848
579	6	1	95	2	1	1	1.397	1	0	3	1.024
585	6	1	96	2	2	2	1.245	2	1	4	1.041
