onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	2	0.781	3
15	1	1	2	2	1	2	0.562	1
18	1	1	3	2	1	1	0.536	1
21	1	1	4	2	2	1	0.407	1
24	1	1	5	2	1	2	0.376	1
27	1	1	6	2	1	1	0.555	1
30	1	1	7	2	2	2	0.58	1
33	1	1	8	2	2	2	0.81	3
36	1	1	9	2	2	1	0.586	3
39	1	1	10	2	1	1	0.613	1
42	1	1	11	2	2	1	0.492	1
45	1	1	12	2	1	2	0.578	1
63	1	2	1	1	1	2	0.952	2
66	1	2	2	1	1	1	0.513	1
69	1	2	3	1	2	2	0.5	1
72	1	2	4	1	1	1	1.301	2
75	1	2	5	1	1	2	0.71	3
78	1	2	6	1	2	1	1.036	2
81	1	2	7	1	1	1	1.037	2
84	1	2	8	1	2	1	0.88	2
87	1	2	9	1	2	1	0.821	2
90	1	2	10	1	2	2	0.806	2
93	1	2	11	1	2	2	0.627	2
96	1	2	12	1	1	2	0.608	1
114	1	3	1	2	2	2	0.973	4
117	1	3	2	2	2	2	0.959	3
120	1	3	3	2	2	1	0.568	2
123	1	3	4	2	1	2	0.516	1
126	1	3	5	2	1	1	0.65	1
129	1	3	6	2	2	1	0.479	2
132	1	3	7	2	2	2	0.578	2
135	1	3	8	2	2	1	0.801	2
138	1	3	9	2	1	2	0.483	1
141	1	3	10	2	1	2	0.459	1
144	1	3	11	2	1	1	0.468	1
147	1	3	12	2	1	1	0.49	1
165	1	4	1	1	2	1	0.766	1
168	1	4	2	1	2	2	0.803	2
171	1	4	3	1	1	2	1.021	1
174	1	4	4	1	2	1	1.076	2
177	1	4	5	1	1	1	0.583	2
180	1	4	6	1	2	2	0.614	2
183	1	4	7	1	1	1	0.866	2
186	1	4	8	1	1	1	0.591	1
189	1	4	9	1	2	2	0.919	1
192	1	4	10	1	1	2	0.511	1
195	1	4	11	1	1	2	0.696	3
198	1	4	12	1	2	1	0.721	2
