onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	1	1	0.839	4
16.5	1	1	2	2	2	1	0.823	1
21	1	1	3	2	2	1	1.042	1
25.5	1	1	4	2	2	1	1.332	1
30	1	1	5	2	1	1	0.576	4
34.5	1	1	6	2	1	1	0.763	4
39	1	1	7	2	1	1	0.841	4
43.5	1	1	8	1	1	1	0.842	3
48	1	1	9	1	2	1	0.73	1
52.5	1	1	10	1	1	1	0.83	4
57	1	1	11	1	1	1	0.876	4
61.5	1	1	12	1	1	1	0.838	4
66	1	1	13	2	1	1	1.209	3
70.5	1	1	14	1	1	1	1.057	3
75	1	1	15	1	2	1	0.956	1
79.5	1	1	16	2	2	1	0.742	1
84	1	1	17	1	1	1	1.047	4
88.5	1	1	18	2	2	1	0.837	1
93	1	1	19	2	1	1	0.708	4
97.5	1	1	20	1	2	1	0.592	1
102	1	1	21	2	1	1	0.802	4
106.5	1	1	22	1	1	1	0.745	4
111	1	1	23	2	2	1	0.861	1
115.5	1	1	24	1	2	1	0.946	1
120	1	1	25	1	2	1	0.804	1
124.5	1	1	26	2	2	1	0.897	1
129	1	1	27	1	2	1	0.834	1
133.5	1	1	28	1	2	1	0.69	1
138	1	1	29	1	1	1	0.703	4
142.5	1	1	30	2	1	1	0.688	4
147	1	1	31	1	2	1	0.814	1
151.5	1	1	32	2	1	1	0.768	4
156	1	1	33	1	2	1	0.864	1
160.5	1	1	34	1	2	1	1.073	1
165	1	1	35	2	2	1	0.683	1
169.5	1	1	36	2	2	1	0.993	1
174	1	1	37	1	2	1	0.755	1
178.5	1	1	38	1	1	1	0.811	4
183	1	1	39	2	1	1	0.933	4
187.5	1	1	40	2	1	1	0.551	4
192	1	1	41	2	2	1	0.973	1
196.5	1	1	42	2	1	1	0.956	4
201	1	1	43	1	2	1	0.818	1
205.5	1	1	44	2	2	1	0.747	1
210	1	1	45	1	1	1	0.693	4
214.5	1	1	46	1	2	1	0.802	1
219	1	1	47	2	1	1	1.225	3
223.5	1	1	48	1	1	1	0.926	3
228	1	1	49	1	2	1	0.633	1
232.5	1	1	50	2	2	1	0.599	1
237	1	1	51	1	1	1	0.707	4
241.5	1	1	52	1	2	1	0.579	1
246	1	1	53	1	1	1	0.896	4
250.5	1	1	54	2	2	1	0.652	1
255	1	1	55	2	2	1	0.609	1
259.5	1	1	56	2	1	1	0.735	4
264	1	1	57	2	2	1	0.654	1
268.5	1	1	58	1	2	1	0.657	1
273	1	1	59	1	1	1	0.972	4
277.5	1	1	60	1	1	1	0.913	4
282	1	1	61	2	1	1	0.859	3
286.5	1	1	62	1	2	1	0.607	1
291	1	1	63	2	1	1	0.993	4
295.5	1	1	64	2	1	1	0.94	4
300	1	1	65	1	2	1	0.641	1
304.5	1	1	66	1	1	1	0.987	4
309	1	1	67	1	2	1	0.888	1
313.5	1	1	68	2	2	1	0.717	1
318	1	1	69	2	1	1	0.9	4
322.5	1	1	70	1	2	1	0.982	2
327	1	1	71	2	1	1	0.787	4
331.5	1	1	72	2	1	1	0.893	3
336	1	1	73	1	1	1	0.737	4
340.5	1	1	74	2	1	1	0.608	4
345	1	1	75	1	2	1	0.729	1
349.5	1	1	76	2	2	1	1.099	4
354	1	1	77	2	1	1	0.606	4
358.5	1	1	78	1	2	1	0.764	1
363	1	1	79	2	1	1	0.685	4
367.5	1	1	80	2	2	1	0.817	1
372	1	1	81	2	1	1	1.036	3
376.5	1	1	82	1	1	1	0.91	3
381	1	1	83	1	1	1	0.702	4
385.5	1	1	84	1	1	1	0.576	4
390	1	1	85	1	1	1	1.088	3
394.5	1	1	86	1	1	1	0.665	3
399	1	1	87	2	2	1	1.018	2
403.5	1	1	88	2	2	1	1.117	1
408	1	1	89	1	2	1	0.955	1
412.5	1	1	90	2	2	1	0.67	1
417	1	1	91	2	2	1	0.615	1
421.5	1	1	92	1	2	1	0.833	1
426	1	1	93	1	1	1	0.587	4
430.5	1	1	94	2	2	1	0.889	1
435	1	1	95	2	2	1	1.17	1
439.5	1	1	96	1	1	1	1.022	4
