onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	1	1	1.201	4
15	1	1	2	1	2	1	0.708	4
18	1	1	3	1	1	2	0.673	3
21	1	1	4	1	1	1	0.855	2
24	1	1	5	1	2	2	0.723	1
27	1	1	6	1	1	2	0.867	2
30	1	1	7	1	1	1	0.876	3
33	1	1	8	1	2	1	0.93	1
36	1	1	9	1	2	2	0.914	2
39	1	1	10	1	2	2	0.811	3
42	1	1	11	1	1	2	0.7	1
45	1	1	12	1	2	1	0.669	1
63	1	2	1	2	2	2	1.021	3
66	1	2	2	2	2	2	0.884	1
69	1	2	3	2	1	1	1.18	4
72	1	2	4	2	1	2	0.818	1
75	1	2	5	2	2	1	0.861	1
78	1	2	6	2	1	2	0.948	1
81	1	2	7	2	1	1	0.741	1
84	1	2	8	2	1	1	1.141	2
87	1	2	9	2	2	1	0.932	1
90	1	2	10	2	2	1	1.142	3
93	1	2	11	2	1	2	0.997	1
96	1	2	12	2	2	2	1.151	3
114	1	3	1	1	1	1	1.246	1
117	1	3	2	1	1	2	0.72	1
120	1	3	3	1	2	1	1.127	2
123	1	3	4	1	1	1	0.961	2
126	1	3	5	1	1	2	0.912	3
129	1	3	6	1	2	1	1.13	2
132	1	3	7	1	2	2	0.776	1
135	1	3	8	1	2	2	0.959	4
138	1	3	9	1	1	1	0.853	3
141	1	3	10	1	2	2	0.744	1
144	1	3	11	1	2	1	0.947	4
147	1	3	12	1	1	2	0.811	4
165	1	4	1	2	1	1	1.425	2
168	1	4	2	2	2	2	1.154	2
171	1	4	3	2	1	1	0.978	4
174	1	4	4	2	2	2	1.226	3
177	1	4	5	2	2	2	1.147	2
180	1	4	6	2	2	1	1.184	3
183	1	4	7	2	2	1	0.896	1
186	1	4	8	2	1	2	0.966	4
189	1	4	9	2	1	2	0.853	4
192	1	4	10	2	1	2	0.969	4
195	1	4	11	2	1	1	1.06	4
198	1	4	12	2	2	1	0.799	4
