onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	1	2	2	0.753	1
15	1	1	2	1	2	2	0.663	1
18	1	1	3	1	1	2	0.965	3
21	1	1	4	1	2	1	0.95	2
24	1	1	5	1	1	1	0.939	2
27	1	1	6	1	2	1	0.829	1
30	1	1	7	1	2	2	1.595	3
33	1	1	8	1	1	1	0.657	3
36	1	1	9	1	2	1	0.619	2
39	1	1	10	1	1	1	0.52	2
42	1	1	11	1	1	2	0.49	1
45	1	1	12	1	1	2	0.763	2
63	1	2	1	2	2	2	0.607	4
66	1	2	2	2	2	2	0.916	3
69	1	2	3	2	1	2	1.726	2
72	1	2	4	2	1	1	0.489	1
75	1	2	5	2	1	2	0.513	1
78	1	2	6	2	1	1	0.593	1
81	1	2	7	2	2	1	0.849	3
84	1	2	8	2	1	2	0.664	2
87	1	2	9	2	1	1	0.549	1
90	1	2	10	2	2	1	0.699	1
93	1	2	11	2	2	2	0.849	1
96	1	2	12	2	2	1	0.853	2
114	1	3	1	1	2	1	0.725	3
117	1	3	2	1	1	1	0.925	3
120	1	3	3	1	1	1	0.698	2
123	1	3	4	1	1	1	0.698	2
126	1	3	5	1	1	2	0.677	2
129	1	3	6	1	2	1	0.734	4
132	1	3	7	1	1	2	0.459	1
135	1	3	8	1	1	2	1.036	3
138	1	3	9	1	2	1	0.562	2
141	1	3	10	1	2	2	0.922	2
144	1	3	11	1	2	2	0.948	2
147	1	3	12	1	2	2	0.833	1
165	1	4	1	3	2	1	0.999	1
168	1	4	2	3	2	2	0.61	1
171	1	4	3	3	1	1	0.634	4
174	1	4	4	3	2	2	0.509	1
177	1	4	5	3	2	1	0.617	1
180	1	4	6	3	1	1	1.072	4
183	1	4	7	3	1	2	1.466	4
186	1	4	8	3	2	1	0.674	1
189	1	4	9	3	2	2	0.6	1
192	1	4	10	3	1	2	0.647	4
195	1	4	11	3	1	2	0.436	4
198	1	4	12	3	1	1	0.528	4
216	1	5	1	2	2	1	1.585	3
219	1	5	2	2	2	2	0.805	3
222	1	5	3	2	1	2	0.806	1
225	1	5	4	2	2	1	1.216	1
228	1	5	5	2	2	2	 NaN	 NaN
231	1	5	6	2	1	1	1.331	1
234	1	5	7	2	1	2	0.633	4
237	1	5	8	2	1	2	1.764	4
240	1	5	9	2	1	1	0.628	4
243	1	5	10	2	2	2	 NaN	 NaN
246	1	5	11	2	1	1	0.791	4
249	1	5	12	2	2	1	 NaN	 NaN
267	1	6	1	3	1	2	1.07	4
270	1	6	2	3	1	2	0.524	4
273	1	6	3	3	1	2	0.53	4
276	1	6	4	3	1	1	0.42	4
279	1	6	5	3	2	1	1.338	2
282	1	6	6	3	2	2	0.81	1
285	1	6	7	3	1	1	0.507	4
288	1	6	8	3	2	2	1.272	2
291	1	6	9	3	2	1	0.8	1
294	1	6	10	3	2	2	 NaN	 NaN
297	1	6	11	3	1	1	0.577	4
300	1	6	12	3	2	1	 NaN	 NaN
