onset	duration	block	trial	task	stim cat	repetition	reaction_time	response
12	1	1	1	2	2	1	1.021	3
15	1	1	2	2	2	1	0.648	2
18	1	1	3	2	2	1	0.688	2
21	1	1	4	2	1	2	0.575	1
24	1	1	5	2	1	1	0.47	1
27	1	1	6	2	2	2	0.794	2
30	1	1	7	2	1	1	0.748	1
33	1	1	8	2	1	1	0.832	1
36	1	1	9	2	1	2	0.562	1
39	1	1	10	2	2	2	0.768	2
42	1	1	11	2	2	2	0.677	2
45	1	1	12	2	1	2	0.504	1
63	1	2	1	1	2	2	1.071	2
66	1	2	2	1	2	2	0.488	2
69	1	2	3	1	1	2	0.545	2
72	1	2	4	1	1	2	0.724	2
75	1	2	5	1	1	2	0.675	1
78	1	2	6	1	1	1	1.02	3
81	1	2	7	1	2	1	0.529	2
84	1	2	8	1	1	1	0.896	2
87	1	2	9	1	2	1	0.779	2
90	1	2	10	1	2	2	0.614	1
93	1	2	11	1	1	1	0.749	1
96	1	2	12	1	2	1	0.775	2
114	1	3	1	3	2	1	0.619	1
117	1	3	2	3	2	1	0.555	1
120	1	3	3	3	2	1	0.499	1
123	1	3	4	3	2	2	0.652	1
126	1	3	5	3	1	1	0.7	3
129	1	3	6	3	1	2	0.911	4
132	1	3	7	3	1	2	0.51	4
135	1	3	8	3	1	1	0.535	4
138	1	3	9	3	1	1	0.461	4
141	1	3	10	3	2	2	0.78	2
144	1	3	11	3	2	2	0.427	1
147	1	3	12	3	1	2	0.469	4
165	1	4	1	2	1	1	1.225	1
168	1	4	2	2	2	2	1.157	3
171	1	4	3	2	1	1	0.632	1
174	1	4	4	2	1	2	0.424	1
177	1	4	5	2	1	2	0.404	1
180	1	4	6	2	2	2	0.459	1
183	1	4	7	2	1	1	0.671	1
186	1	4	8	2	2	1	0.658	2
189	1	4	9	2	1	2	0.458	1
192	1	4	10	2	2	1	0.801	2
195	1	4	11	2	2	1	0.64	3
198	1	4	12	2	2	2	0.693	1
216	1	5	1	1	1	1	1.073	2
219	1	5	2	1	2	1	0.593	3
222	1	5	3	1	2	2	0.703	3
225	1	5	4	1	2	2	0.633	2
228	1	5	5	1	2	2	0.678	3
231	1	5	6	1	2	1	0.628	1
234	1	5	7	1	1	1	1.048	3
237	1	5	8	1	1	2	0.006	4
240	1	5	9	1	1	2	0.602	2
243	1	5	10	1	1	2	0.529	3
246	1	5	11	1	2	1	0.554	1
249	1	5	12	1	1	1	0.589	1
267	1	6	1	3	2	2	1.441	1
270	1	6	2	3	1	2	0.683	4
273	1	6	3	3	2	2	0.968	1
276	1	6	4	3	1	1	 NaN	 NaN
279	1	6	5	3	2	1	1.411	1
282	1	6	6	3	2	2	0.74	1
285	1	6	7	3	1	1	1.161	3
288	1	6	8	3	1	2	0.895	4
291	1	6	9	3	1	2	0.44	1
294	1	6	10	3	2	1	0.379	1
297	1	6	11	3	1	1	0.606	4
300	1	6	12	3	2	1	0.575	1
