onset	duration	block	trial	task	stim cat	repetition	reaction_time	response	accuracy	confidence lvl	RT confidence report
15	6	1	1	1	1	1	1.187	1	1	4	0.188
21	6	1	2	2	1	1	0.716	1	0	3	0.066
27	6	1	3	1	1	1	1.367	2	0	2	0.672
33	6	1	4	1	1	1	1.136	1	1	3	0.565
39	6	1	5	1	1	1	0.843	1	1	4	0.502
45	6	1	6	1	2	1	1.111	1	1	1	0.549
51	6	1	7	1	2	2	0.852	2	0	2	0.313
57	6	1	8	1	2	2	1.079	1	1	3	0.351
63	6	1	9	1	2	2	0.894	1	1	3	0.157
69	6	1	10	2	1	2	1.183	2	1	3	0.588
75	6	1	11	1	2	1	1.633	2	0	2	0.952
81	6	1	12	2	1	1	0.831	2	1	4	0.371
87	6	1	13	2	2	2	1.418	2	1	3	0.859
93	6	1	14	1	1	1	1.355	1	1	3	0.218
99	6	1	15	1	2	2	1.228	1	1	3	0.213
105	6	1	16	2	2	1	1.363	2	1	3	0.219
111	6	1	17	2	2	2	1.276	2	1	2	0.515
117	6	1	18	1	1	1	0.972	1	1	2	0.438
123	6	1	19	1	1	2	0.974	2	0	1	0.032
129	6	1	20	2	1	2	1.265	2	1	1	0.052
135	6	1	21	2	2	2	1.04	2	1	1	0.027
141	6	1	22	2	1	1	1.49	2	1	1	0.43
147	6	1	23	2	1	1	1.473	1	0	3	0.417
153	6	1	24	2	2	2	1.303	2	1	4	0.257
159	6	1	25	1	2	1	1.086	2	0	3	0.368
165	6	1	26	1	1	2	0.847	1	1	3	0.136
171	6	1	27	1	2	1	0.765	1	1	1	0.174
177	6	1	28	2	1	1	0.792	1	0	3	0.164
183	6	1	29	1	1	2	0.593	1	1	4	0.057
189	6	1	30	2	2	1	1.392	2	1	3	0.489
195	6	1	31	1	1	1	0.847	2	0	1	0.041
201	6	1	32	2	2	1	0.854	2	1	3	0.269
207	6	1	33	2	1	1	0.784	2	1	4	0.082
213	6	1	34	2	1	1	1.178	2	1	4	0.67
219	6	1	35	1	1	2	1.024	1	1	4	0.103
225	6	1	36	2	2	1	0.969	2	1	3	0.18
231	6	1	37	2	1	1	1.011	1	0	1	0.037
237	6	1	38	2	1	2	0.819	2	1	4	0.437
243	6	1	39	2	2	2	1.712	2	1	3	0.146
249	6	1	40	2	1	2	0.894	1	0	2	0.137
255	6	1	41	1	1	2	0.79	1	1	4	0.077
261	6	1	42	2	1	2	1.284	2	1	1	0.325
267	6	1	43	2	2	2	0.977	2	1	4	0.072
273	6	1	44	1	1	1	1.654	2	0	4	0.12
279	6	1	45	2	1	1	1.074	2	1	2	0.415
285	6	1	46	1	2	1	1.078	1	1	3	0.275
291	6	1	47	2	2	1	0.929	2	1	4	0.362
297	6	1	48	1	2	2	0.811	1	1	4	0.018
303	6	1	49	2	2	1	0.897	2	1	4	0.111
309	6	1	50	1	1	1	1.056	1	1	1	0.043
315	6	1	51	1	2	1	1.492	1	1	2	0.381
321	6	1	52	1	2	1	0.81	2	0	4	0.674
327	6	1	53	1	1	1	0.773	1	1	4	0.097
333	6	1	54	2	2	2	1.155	2	1	4	0.319
339	6	1	55	1	1	2	0.679	1	1	3	0.353
345	6	1	56	1	1	1	0.75	1	1	1	0.081
351	6	1	57	1	2	2	0.973	2	0	4	0.167
357	6	1	58	1	2	2	1.489	2	0	2	0.319
363	6	1	59	2	2	1	2.222	2	1	4	0.533
369	6	1	60	1	1	2	1.19	1	1	4	0.134
375	6	1	61	2	2	1	1.366	2	1	4	0.481
381	6	1	62	1	2	1	1.28	2	0	4	0.087
387	6	1	63	2	1	2	0.872	2	1	4	0.179
393	6	1	64	2	1	2	1.134	1	0	2	0.27
399	6	1	65	1	2	2	1.673	1	1	1	0.031
405	6	1	66	1	2	1	1.05	2	0	2	0.462
411	6	1	67	2	1	1	1.07	2	1	1	0.674
417	6	1	68	2	1	1	1.983	1	0	1	0.219
423	6	1	69	1	1	1	1.063	1	1	4	0.121
429	6	1	70	2	2	1	1.03	2	1	2	0.263
435	6	1	71	2	2	2	0.843	2	1	4	0.262
441	6	1	72	1	1	2	1.117	2	0	1	0.078
447	6	1	73	2	2	2	1.071	2	1	2	0.235
453	6	1	74	2	1	2	0.846	2	1	4	0.011
459	6	1	75	2	1	2	1.164	1	0	2	0.249
465	6	1	76	2	1	2	0.895	1	0	1	0.036
471	6	1	77	1	1	2	1.414	1	1	2	0.428
477	6	1	78	1	2	1	1.122	2	0	2	0.34
483	6	1	79	1	1	2	1.335	1	1	1	0.107
489	6	1	80	1	1	2	0.834	1	1	3	0.106
495	6	1	81	2	2	1	1.644	2	1	4	0.103
501	6	1	82	2	2	1	0.747	2	1	4	0.092
507	6	1	83	1	2	1	0.778	2	0	1	0.194
513	6	1	84	2	2	2	0.808	2	1	4	0.101
519	6	1	85	1	2	2	1.053	1	1	2	0.138
525	6	1	86	2	2	1	0.774	2	1	3	0.099
531	6	1	87	1	2	2	0.892	1	1	2	0.14
537	6	1	88	1	2	2	0.866	1	1	4	0.092
543	6	1	89	2	2	2	1.182	2	1	1	0.423
549	6	1	90	2	2	2	1.448	2	1	2	0.28
555	6	1	91	1	1	2	0.767	1	1	2	0.135
561	6	1	92	2	1	2	0.901	1	0	1	0.066
567	6	1	93	2	1	1	0.737	1	0	1	0.072
573	6	1	94	2	1	2	0.858	2	1	3	0.755
579	6	1	95	1	2	2	1.179	2	0	2	0.332
585	6	1	96	1	2	1	1.385	2	0	2	0.224
